actor_name,facebook_likes,actor_id
Drew Waters,848.0,nm1988958
Jami Gertz,848.0,nm0000415
Marlee Matlin,847.0,nm0559144
Jessica Szohr,847.0,nm1221906
Niketa Calame,847.0,
Jossara Jinaro,847.0,nm0423099
Brendan Fehr,847.0,nm0270451
Christopher Judge,847.0,nm8492696
Jack E. Curenton,847.0,nm2930463
Walter Hendrix III,846.0,nm4239141
Sam Riley,846.0,nm6051037
Vincent Kartheiser,845.0,nm0440229
Tony Curran,845.0,nm7345348
Charlotte Rampling,844.0,nm0001648
Cheech Marin,844.0,nm0001507
Bruce Dern,844.0,nm0001136
Jeff Conaway,844.0,nm0001063
Julian Glover,844.0,nm6124601
Hulk Hogan,844.0,nm0001356
Casey Kasem,844.0,nm6808725
Errol Flynn,843.0,nm16537831
Dom DeLuise,842.0,nm0001123
Elena Satine,842.0,nm2180812
Chris Klein,841.0,nm5321256
Vanity,841.0,nm8592974
Natalie Zea,841.0,nm0954036
Rob Riggle,839.0,nm1443527
Michael Spears,839.0,nm13051923
Olivier Martinez,838.0,nm9070247
Julie Walters,838.0,nm0910278
Christine Taylor,838.0,nm6087950
Anne Meara,837.0,nm0575198
Gillian Jacobs,837.0,nm1843026
Tammin Sursok,836.0,nm0839730
Pink,836.0,nm9883826
Roger Willie,836.0,nm0932194
Damon Wayans,836.0,nm0001834
Madison Pettis,835.0,nm2202521
Patrick Fugit,835.0,nm0297578
Katrina Law,835.0,nm0492345
Gus Van Sant,835.0,nm0001814
Denis Leary,835.0,nm0001459
Andrew Keegan,835.0,nm6081207
Ivana Milicevic,834.0,nm9756222
Noel Fisher,833.0,nm7248033
Joe Lo Truglio,833.0,nm12650962
Greg Grunberg,833.0,nm0342399
Tom Sturridge,830.0,nm0836432
Mark Duplass,830.0,nm0243233
Lester Speight,829.0,nm9240267
Cameron Bright,829.0,nm13023577
Jason Dohring,828.0,nm0230655
Peter Gallagher,828.0,nm5168565
Reggie Lee,828.0,nm12173869
Ricardo Darín,827.0,nm0201857
Frances Conroy,827.0,nm0175814
Mitch Pileggi,826.0,nm0683379
Rip Torn,826.0,nm0001800
Nia Long,826.0,nm0000505
Hal Holbrook,826.0,nm0001358
Scott Glenn,826.0,nm8684635
Christopher Heyerdahl,826.0,nm0382216
Steve Howey,826.0,nm11594864
Shad Moss,826.0,nm0510168
Laz Alonso,826.0,nm0022306
Joanna 'JoJo' Levesque,826.0,
B.J. Novak,825.0,nm1145983
Robert Picardo,823.0,nm0000585
Michael Cudlitz,822.0,nm0191044
Tracy Spiridakos,821.0,nm2702898
Bradley Whitford,821.0,nm0925966
Manish Dayal,820.0,nm2110485
Kevin Rankin,820.0,nm13777123
Sam Shepard,820.0,nm16474792
Liam Aiken,818.0,nm0014582
Sean Cook,816.0,nm9198359
Beverly D'Angelo,816.0,nm5853494
Michael Stuhlbarg,816.0,nm0836121
Holly Valance,816.0,nm0883480
Geoffrey Arend,816.0,nm0034309
Timothy Omundson,816.0,nm0648486
William Xifaras,815.0,nm3899420
Mark Fantasia,814.0,nm3992329
Jessy Schram,813.0,nm1789336
Roy Scheider,813.0,nm0001702
Rob McElhenney,813.0,nm0568390
Dylan Baker,812.0,nm5475960
Isabella Rossellini,812.0,nm0000618
Sela Ward,812.0,nm0000688
Adam Garcia,811.0,nm7598901
Saffron Burrows,811.0,nm0004787
Vincent Schiavelli,811.0,nm0001704
Matthew Modine,810.0,nm0000546
Sarah Rafferty,810.0,nm16142552
Adelaide Kane,810.0,nm2560043
Danny Woodburn,809.0,nm0940173
Aretha Franklin,809.0,nm0291349
Romain Duris,809.0,nm0244151
Kelsey Grammer,808.0,nm0001288
Donald Trump,808.0,nm0874339
Rene Russo,808.0,nm8995090
Alissa Dean,807.0,nm5347900
Rick Gonzalez,807.0,nm9216774
Luke Benward,807.0,nm0972851
Regina Hall,807.0,nm4884416
Samaire Armstrong,806.0,nm1027847
Adrian Martinez,806.0,nm9199915
Leslie Jordan,805.0,nm12899785
Romola Garai,805.0,nm0304801
Joan Allen,805.0,nm9802117
Ed Skrein,805.0,nm4534098
Bern Cohen,805.0,nm1788789
Constance Shulman,804.0,nm0795723
Rita Moreno,804.0,nm5201402
Vanessa Lengies,804.0,nm12492498
Teo Halm,803.0,nm5128387
Telly Savalas,803.0,nm0001699
Jim Varney,802.0,nm6808604
Donald Glover,801.0,nm2255973
Steve Guttenberg,801.0,nm8731356
Sean Michael Afable,801.0,nm1012084
Ethan Peck,800.0,nm0669656
Marie Avgeropoulos,800.0,nm2955595
Lee Majors,799.0,nm8157974
Bob Saget,799.0,nm0756114
Brad Garrett,799.0,nm4843918
Carla Gallo,798.0,nm3097463
Frank Grillo,798.0,nm16155826
Danny Dyer,798.0,nm5493257
Eva Amurri Martino,797.0,
David Gallagher,796.0,nm5769210
Daniel Stern,796.0,nm8864545
Russell Tovey,796.0,nm0869871
Chris Brochu,795.0,nm2324137
Eric Idle,795.0,nm0001385
Embeth Davidtz,795.0,nm0001110
Sasha Roiz,795.0,nm1501388
Ashley Scott,795.0,nm8828683
Gloria Stuart,794.0,nm16338356
Dougray Scott,794.0,nm0779084
Tina Turner,794.0,nm5051116
Carl Weathers,794.0,nm5549697
JJ Feild,794.0,nm0270625
Jean Stapleton,793.0,nm0822958
Ally Sheedy,793.0,nm0000639
Peter Greene,789.0,nm5149544
Billy Campbell,789.0,nm5479959
Raquel Welch,788.0,nm14664528
Joseph Gilgun,788.0,
Michael Raymond-James,788.0,nm1535423
Vincent Gallo,787.0,nm0001252
Melinda Clarke,787.0,nm6365201
Jimmy Fallon,787.0,nm12785675
Cole Hauser,787.0,nm0369513
Atticus Shaffer,787.0,nm2557831
Patton Oswalt,786.0,nm0652663
Shahab Hosseini,786.0,nm10370933
James Cagney,786.0,nm17082818
Joey Lawrence,786.0,nm7867864
Adrian Paul,786.0,nm9983460
Debbie Reynolds,786.0,nm7021201
Danny Pino,786.0,nm0992694
Oscar Gale,785.0,nm10148949
Lily Cole,785.0,nm2178959
Julianna Pitt,785.0,nm3852783
Paul McCartney,785.0,nm10063871
Karen Allen,784.0,nm5634201
David Raizor,784.0,nm5638874
Ed Begley Jr.,783.0,nm0000893
Meat Loaf,783.0,nm0001533
Ruby Dee,782.0,nm1737553
Jason Ritter,782.0,nm4357769
Richard Epcar,782.0,nm0258268
Joey Lauren Adams,781.0,nm0000725
Pamela Anderson,780.0,nm9565917
Joe Morton,780.0,nm5692761
Corinna Harney,779.0,
Brooke Newton,779.0,nm13124126
Tyler Labine,779.0,nm0479527
Jon Foo,778.0,nm1463426
Kevin Corrigan,778.0,nm6082172
Eddie Izzard,776.0,nm0412850
Eric Lloyd,775.0,nm8950032
Aaliyah,775.0,nm7982104
Luke Bracey,775.0,nm3478396
Mark Valley,774.0,nm5593556
Kathleen Robertson,774.0,nm16620116
Suraj Sharma,774.0,nm9677092
Harry Styles,773.0,nm4089170
Jeremy Jordan,773.0,nm8446022
James Coburn,773.0,nm9634989
James Nesbitt,773.0,nm1547389
Chase Ellison,772.0,nm7196118
Mo Gallini,771.0,nm0302956
Pam Ferris,771.0,nm0274913
Martin Short,770.0,nm2997086
Zelda Rubinstein,770.0,nm0748289
Toby Stephens,769.0,nm15341231
Jeremy Davies,769.0,nm8098812
George Carlin,769.0,nm0137506
Finn Wittrock,769.0,nm1587729
Catherine Dyer,768.0,nm0245696
Phoebe Cates,767.0,nm0000121
Charlie Talbert,767.0,nm9899586
Aidan Quinn,767.0,nm6393178
Fred Williamson,767.0,nm0004365
Mindy Kaling,767.0,nm1411676
Olivia Williams,766.0,nm9742516
Colin Salmon,766.0,nm13070571
Michelle Forbes,764.0,nm7845562
Tyler Mane,764.0,nm0541932
Cody Howard,763.0,nm7256655
Lily Rabe,763.0,nm1143816
Ed Speleers,762.0,nm1968873
Riley Smith,762.0,nm8827328
Jonathan Brandis,761.0,nm0000970
Christian Keyes,761.0,nm1828818
Spencer Tracy,760.0,nm3993369
Bubba Smith,760.0,nm9748355
Sean Hayes,760.0,nm8844714
Diedrich Bader,759.0,nm0046033
Sean Young,759.0,nm6094140
Marg Helgenberger,759.0,nm0001339
Ransford Doherty,759.0,nm0230611
Craig Ferguson,759.0,nm9563218
Amanda Schull,757.0,nm3548515
Lee Marvin,756.0,nm4586406
Damon Wayans Jr.,756.0,nm0915458
Camren Bicondova,756.0,nm4800564
Noah Ringer,756.0,nm3226241
Geoff Stults,756.0,nm13552607
Takeshi Kaneshiro,755.0,nm0437580
Vivian Lamolli,755.0,nm4796168
Lucas Grabeel,755.0,nm1727317
Cliff Robertson,754.0,nm9143886
Anne Bancroft,754.0,nm0000843
Angie Dickinson,754.0,nm0001141
Bernadette Peters,753.0,nm0001613
Del Zamora,752.0,nm0952685
Irene Bedard,752.0,nm0065942
Kristen Connolly,751.0,nm4852062
Hana Mae Lee,751.0,nm2443438
Terence Hill,750.0,nm4100929
Jenny McCarthy,750.0,nm9565918
Aaron Ashmore,750.0,nm0039148
Eion Bailey,749.0,nm0047248
Travis Myers,749.0,nm5443897
Demián Bichir,749.0,nm0065007
Myrna Loy,749.0,nm0001485
Kevin McHale,748.0,nm6080537
Michael Dorn,748.0,nm6595636
Sarah Carter,748.0,nm9692095
Harry Lennix,748.0,nm0502015
Ben Mendelsohn,748.0,nm7845316
Shantel VanSanten,748.0,nm1416900
Colin Ferguson,747.0,nm4829494
Ben Platt,746.0,nm8895217
Rick Yune,746.0,nm0950935
Gina Lollobrigida,746.0,nm0518178
Jeffrey DeMunn,745.0,nm0218810
Albert Brooks,745.0,nm1900634
Vernon Wells,745.0,nm1741388
Ayelet Zurer,745.0,nm0957909
Billy Crudup,745.0,nm0001082
Dave Chappelle,744.0,nm0152638
Kelly Preston,743.0,nm17263279
Richard Tyson,743.0,nm7600994
Richard Bull,742.0,nm7743230
Donald Pleasence,742.0,nm0000587
Chad L. Coleman,741.0,nm0170968
Johnny Lewis,741.0,nm6106059
Mikal Vega,741.0,nm3819620
Aimee Teegarden,741.0,nm1631435
Liza Minnelli,740.0,nm0591485
Laura-Leigh,740.0,nm3142880
Grey Griffin,739.0,nm0217221
Drea de Matteo,739.0,nm0005576
Jenna Elfman,739.0,nm0001184
Julia Nickson,738.0,nm0630100
Scott Grimes,738.0,nm9218987
Adam Lamberg,738.0,nm0483047
Callum Blue,738.0,nm0089485
Lena Horne,738.0,nm0395043
David O'Hara,736.0,nm5296122
Anna Friel,736.0,nm0295484
Mariah Carey,736.0,nm0001014
Quinton Aaron,734.0,nm2466842
Matt Prokop,734.0,nm2328628
Joel McHale,734.0,nm0570364
Zayn Malik,734.0,nm4098557
John Patrick Amedori,733.0,nm0024511
Nat Wolff,733.0,nm8188030
Lukas Haas,733.0,nm17181204
Lauren Gottlieb,733.0,nm7174579
Taron Egerton,732.0,nm5473782
Cyndi Lauper,732.0,nm0490980
Bianca Kajlich,732.0,nm0435323
Kari J. Kramer,731.0,nm2845159
Al Leong,730.0,nm0502959
Morgan Fairchild,730.0,nm0000392
Leon,730.0,nm9756844
Robert Ri'chard,730.0,nm0722647
Kelli Garner,730.0,nm0307726
Joey D. Vieira,729.0,nm0896649
Indira Varma,729.0,nm0890055
Fred Willard,729.0,nm0929609
Hugh Keays-Byrne,728.0,nm0117412
Alia Shawkat,728.0,nm0790057
Nick Krause,727.0,nm4681690
Kevin Brown,727.0,nm5743555
Raoul Bova,727.0,nm0100556
Robert Maillet,727.0,nm4493179
James Badge Dale,726.0,nm0197647
Richard Burton,726.0,nm5042702
Eddie Deezen,726.0,nm0214430
Dee Wallace,725.0,nm0908914
Ringo Starr,725.0,nm0823592
Edi Gathegi,725.0,nm1346230
Emraan Hashmi,724.0,nm1431656
Nick Robinson,724.0,nm6069411
Enrico Colantoni,724.0,nm0170186
John Witherspoon,723.0,nm7820346
Craig T. Nelson,723.0,nm0005266
Costas Mandylor,723.0,nm0541908
Matt Lucas,722.0,nm9598030
Sean Pertwee,722.0,nm0675730
Kristin Davis,722.0,nm5731298
T.J. Thyne,722.0,nm0862328
Dana Delany,722.0,nm0001127
Michael Berryman,721.0,nm11240766
Tasha Smith,721.0,nm5604553
Michael Wincott,721.0,nm0000699
Don Rickles,721.0,nm0725543
Robbie Barnes,720.0,nm4196716
Kay Panabaker,720.0,nm0659048
Daniel Henney,719.0,nm2024644
Jerry Stiller,719.0,nm11750276
Mario Lopez,719.0,nm9205879
Ellen Wong,719.0,nm4854517
Nicole Scherzinger,718.0,nm0970122
Martha Higareda,718.0,nm1172285
Lily Tomlin,718.0,nm0005499
Beth Riesgraf,718.0,nm0726360
Taylor Dooley,717.0,nm1731786
Dichen Lachman,717.0,nm1901842
Min-sik Choi,717.0,
Callum Rennie,716.0,
Paris Hilton,716.0,nm0385296
David Bianchi,715.0,nm8614535
Alexis Dziena,715.0,nm1232226
Ava Gardner,715.0,nm9778954
Jesse L. Martin,715.0,nm0552509
Danny Strong,714.0,nm10645354
Essence Atkins,713.0,nm0040591
Blythe Danner,713.0,nm0001100
Yaya DaCosta,712.0,nm1861624
Leila Hatami,712.0,nm0368689
Matthew Lawrence,711.0,nm9032647
Jeanne Tripplehorn,711.0,nm0000675
Jason London,711.0,nm7088995
Jean-Paul Belmondo,710.0,nm0000901
Rene Auberjonois,710.0,nm0041281
Rory Culkin,710.0,nm0191412
Paul Elia,709.0,nm5164880
Natasha Richardson,708.0,nm13341491
Rudy Youngblood,708.0,nm2199632
Teri Polo,708.0,nm0001632
Brad Schmidt,708.0,nm8775473
Molly C. Quinn,707.0,nm0703939
Shelley Hennig,707.0,nm2645189
Mike Epps,706.0,nm4882914
Eamonn Walker,706.0,nm11477302
Daren Kagasoff,704.0,nm2973326
George Harrison,704.0,nm9266626
Emma Bell,703.0,nm8911087
Andre Braugher,702.0,nm0105672
William Morgan Sheppard,702.0,nm0792003
Aaron Staton,702.0,nm8057178
Herbert Russell,701.0,nm0751188
Carter Jenkins,701.0,nm1334396
James Duval,701.0,nm2660563
Noureen DeWulf,701.0,nm1715275
Matt Long,701.0,nm9015701
Jason Alexander,700.0,nm5406451
Eddie Spears,699.0,nm5068543
Tom Waits,699.0,nm16770056
James Lipton,699.0,nm0513851
Esai Morales,699.0,nm8716618
Jack O'Connell,698.0,nm4884946
Sara Gilbert,697.0,nm5722529
Jim Parrack,697.0,nm1747924
John Heard,697.0,nm9495362
Hayley McFarland,697.0,nm2201055
Mehcad Brooks,696.0,nm1419635
Monique Candelaria,696.0,nm3156214
Anne Heche,695.0,nm0000162
Oliver Reed,695.0,nm8807415
Randy Quaid,695.0,nm0001642
Heather Locklear,695.0,nm14520648
Margaret Hamilton,695.0,nm4851601
Jan Haley,695.0,nm7345905
Tony Danza,694.0,nm14866921
Gregory Smith,694.0,nm5757841
Cameron Mills,694.0,nm5707023
Michael Jeter,693.0,nm15905624
Sarah Gadon,692.0,nm0300589
Rupert Everett,692.0,nm0000391
Jeffrey Jones,692.0,nm9015684
Riley Keough,691.0,nm17255170
Kylie Minogue,691.0,nm0001541
Mako,691.0,nm8160523
Marsha Thomason,691.0,nm0859720
Michael Nyqvist,690.0,nm0638824
Thomas F. Wilson,690.0,
Scott Porter,690.0,nm6137690
Marley Shelton,690.0,nm8563100
Ben Davies,690.0,nm5187976
Cassandra Scerbo,689.0,nm2628561
Beau Garrett,689.0,nm1683768
Robert Pralgo,688.0,nm1128418
Miguel Ferrer,688.0,nm5588074
Julian Sands,687.0,nm0001696
Fiona Shaw,687.0,nm8985048
Clive Standen,687.0,nm1641140
Shenae Grimes-Beech,687.0,nm1501624
David Hewlett,686.0,nm9423003
Tatyana Ali,685.0,nm0004700
Vincent Chimato,685.0,nm2332366
Blair Underwood,685.0,nm10825324
Steven Weber,685.0,nm6169332
James Wilcox,683.0,nm5047852
Lindy Booth,683.0,nm8906656
Sammy Davis Jr.,683.0,nm4253754
Robert Davi,683.0,nm0001108
Burt Young,683.0,nm0949350
Lauren German,683.0,nm0314514
Jacqueline MacInnes Wood,682.0,nm2480943
William Holden,682.0,nm5626946
Jacob Tremblay,681.0,nm5016878
David Costabile,681.0,nm0182345
Stephen Merchant,681.0,nm15793618
Kelvin Han Yee,681.0,nm0947172
Kevin Sussman,681.0,nm0839934
Marc Trottier,680.0,nm1340129
T.I.,680.0,nm10455869
Michael Roark,680.0,nm6501094
Paddy Considine,680.0,nm0175916
Debi Mazar,680.0,nm0000529
Olivia Cooke,680.0,nm4908205
Trenton Rostedt,680.0,nm2097406
Melissa Gilbert,679.0,nm7926319
Q'orianka Kilcher,679.0,nm0452963
Ana de la Reguera,679.0,nm0307143
Isabelle Huppert,678.0,nm0001376
Charlie Korsmo,678.0,nm0001432
Angelina Armani,677.0,nm2942047
David Ramsey,677.0,nm5413418
Emmanuel Kabongo,677.0,nm10085623
Rob Paulsen,677.0,nm13412137
Brian Austin Green,676.0,nm0004977
David Walton,676.0,nm5536173
Esther Williams,675.0,nm3049751
Jesse Borrego,674.0,nm0001963
Brian Anthony Wilson,674.0,nm0933096
Angus Scrimm,674.0,nm0780133
Alice Cooper,674.0,nm6893524
Jason Patric,673.0,nm0000574
Raymond Cruz,672.0,nm8420754
F. Murray Abraham,670.0,nm0000719
Elaine Hendrix,670.0,nm0005006
Mason Lee,670.0,nm5555178
George Peppard,669.0,nm0000577
Laura Harring,669.0,nm0005009
Martin Kove,668.0,nm0184392
Dee Bradley Baker,668.0,nm16184546
Margo Harshman,668.0,nm0366106
Anil Kapoor,668.0,nm6257053
Nick Wechsler,666.0,nm0917059
Ricky Schroder,665.0,nm0005401
Nate Parker,664.0,nm7892824
Jillian Estell,664.0,nm4460358
Jonathan Tucker,664.0,nm8172078
Mia Sara,664.0,nm0000214
Nichelle Nichols,664.0,nm0629667
Elizabeth Perkins,664.0,nm8860697
Haley Bennett,664.0,nm13831269
Brian Thompson,663.0,nm5725079
Bianca Brigitte VanDamme,663.0,
Austin Nichols,663.0,nm7250469
Zack Ward,662.0,nm6069154
Jake Busey,660.0,nm0000998
Scoot McNairy,660.0,nm1058940
Jenny Agutter,659.0,nm0000256
Basil Rathbone,659.0,nm0001651
Phyllis Diller,659.0,nm0226887
Edie Falco,659.0,nm0004908
Michael McKean,658.0,nm2396934
Darryl Stephens,658.0,nm4429269
Stanislav Ianevski,658.0,
Estella Warren,658.0,nm0005535
Conchata Ferrell,658.0,nm0004916
Justin Baldoni,657.0,nm1682573
Brian O'Halloran,657.0,nm7530974
Sean Patrick Thomas,656.0,nm0859503
Bruce McGill,655.0,nm0569226
Wendi McLendon-Covey,655.0,nm1018488
George C. Scott,654.0,nm0001715
Poppy Montgomery,654.0,nm0599889
Sherman Hemsley,654.0,nm0376200
Tony Nappo,654.0,nm0621176
Richard Roxburgh,653.0,nm0746896
Bruno Ganz,653.0,nm0004486
Carrie Preston,652.0,nm6866665
John Savage,652.0,nm9510729
Reba McEntire,651.0,nm0005207
Shawnee Smith,651.0,nm13031755
Thomas Lennon,651.0,nm0502071
Jamie Renée Smith,650.0,nm0808603
Ursula Andress,650.0,nm0000266
Todd Graff,650.0,nm0333804
Debra Messing,650.0,nm0005226
Traci Lords,650.0,nm0000183
Cheyenne Haynes,650.0,nm15340886
Scott Baio,650.0,nm0000281
Tate Donovan,650.0,nm0004883
Marina Sirtis,649.0,nm0000642
Ken Foree,649.0,nm0286010
Ken Howard,649.0,nm8800895
Eva Marie Saint,649.0,nm0001693
Jesse Tyler Ferguson,648.0,nm0272479
Ruth Negga,648.0,nm1550948
Nick Stahl,648.0,nm9664269
Julian Richings,648.0,nm0724995
Brett Wagner,648.0,nm6056522
George Newbern,647.0,nm16359374
Samira Wiley,646.0,nm4148126
Cinda McCain,646.0,nm0564581
Paul Blackthorne,645.0,nm0085860
Verne Troyer,645.0,nm0873942
Trish Basinger,644.0,nm5738894
Walter Koenig,643.0,nm3078331
Bob Newhart,643.0,nm0627878
Joan Chen,643.0,nm8054091
Tony Chiu Wai Leung,643.0,
Dave Annable,642.0,nm1616349
Treat Williams,642.0,nm0001852
Kevin Nash,642.0,nm5613856
Tom Cavanagh,642.0,nm16851884
Tracy Morgan,642.0,nm9573578
Jan-Michael Vincent,642.0,nm0001821
David Conrad,642.0,nm5760752
Sean Harris,641.0,nm8805123
William Zabka,641.0,nm0951420
John Astin,641.0,nm0040014
Taylor Blackwell,641.0,nm3512832
Kirk Acevedo,641.0,nm0009716
Ricardo Montalban,641.0,nm0001544
Nick Zano,641.0,nm1214657
Chiaki Kuriyama,640.0,nm0475752
Bruce Boxleitner,640.0,nm0000310
Anthony L. Fernandez,640.0,nm5520932
Katharine Ross,640.0,nm7494603
Daryl Sabara,640.0,nm0754512
Scott Levy,639.0,nm9304604
Matthew Gray Gubler,639.0,nm1131557
Santiago Cabrera,639.0,nm9002391
Alan Young,639.0,nm6032658
Eddie Cahill,639.0,nm12724924
Nawazuddin Siddiqui,638.0,nm1596350
Chris Bauer,638.0,nm8749954
Frances Fisher,638.0,nm7068986
Mary Elizabeth Mastrantonio,638.0,nm0001512
Rock Hudson,638.0,nm6291532
Kevin Connolly,638.0,nm8975296
Toby Hemingway,637.0,nm13754649
Kimberly Elise,637.0,nm8906546
Eric Mabius,637.0,nm0531095
Megan Mullally,637.0,nm0005259
Eugenie Bondurant,637.0,nm0094163
Shannon Woodward,637.0,nm13460634
Kevin Peter Hall,636.0,nm0001310
Paul Sorvino,636.0,nm0000649
Catherine Bell,636.0,nm6590304
Alex Winter,636.0,nm5143737
Molly Shannon,636.0,nm7641022
Carol Kane,636.0,nm14341331
Steven Bauer,636.0,nm0000874
Sarah Butler,635.0,nm8783499
Moises Arias,635.0,nm12415945
Osric Chau,635.0,nm1859543
Nathan Jones,635.0,nm8802926
Ivana Baquero,634.0,nm1419440
Ted Raimi,634.0,nm0001646
Mircea Monroe,634.0,nm1597260
Benjamin A. Onyango,634.0,nm1335173
Scott Mechlowicz,634.0,nm1310709
Asin,634.0,nm3468448
Erin O'Brien,634.0,nm9628133
Tippi Hedren,634.0,nm0001335
Lane Smith,633.0,nm8935475
Marisol Nichols,633.0,nm0629653
Gary Coleman,633.0,nm6095379
Bolo Yeung,633.0,nm0001866
Samantha Morton,632.0,nm9610798
Corbin Bleu,632.0,nm0088298
Harry Connick Jr.,631.0,nm16906396
Warren Beatty,631.0,nm5039456
Scott Weinger,631.0,nm0918334
Alice Greczyn,631.0,nm1445490
Ashley Tramonte,630.0,nm4098984
Doona Bae,629.0,
Robbie Kay,629.0,nm2264199
Grey Damon,629.0,nm3012064
Douglas Haase,629.0,nm1035460
Shelley Duvall,629.0,nm0001167
Harvey Korman,628.0,nm0466327
Beth Grant,628.0,nm8921417
Richard Curtis,628.0,nm8793365
Peter Graves,628.0,nm7306639
Logan Browning,628.0,nm9545968
Tadanobu Asano,627.0,nm0038355
Amber Valletta,627.0,nm0005520
Hans Matheson,627.0,nm0558548
Jake Lloyd,626.0,nm5184384
Carrie Henn,626.0,nm0001343
Joe Estevez,625.0,nm0261724
Armando Riesco,625.0,nm1269976
Tim Russ,625.0,nm8289154
Neil Flynn,625.0,nm7745422
Cecilia Pillado,625.0,nm2905911
Emily Ratajkowski,625.0,nm1589279
Lupe Ontiveros,625.0,nm0648913
Tyra Banks,625.0,nm0004723
Tony Cox,624.0,nm5775001
Jane Krakowski,624.0,nm0005105
Kim Dickens,624.0,nm6319373
Caitlin Stasey,623.0,nm1466205
Ben Gazzara,623.0,nm7447083
Hector Kotsifakis,623.0,nm2026965
Tamsin Egerton,622.0,nm0989182
Will Forte,622.0,nm0287182
Peyman Moaadi,620.0,
Lara Flynn Boyle,619.0,nm0001223
Lisa Bonet,619.0,nm0000956
Keshia Knight Pulliam,619.0,nm0700443
Óscar Jaenada,619.0,nm1049982
Angelo Anthony Pizza,619.0,nm4747999
Barbara Hershey,618.0,nm0001347
Tom Arnold,618.0,nm8753124
James Mason,618.0,nm6033449
Aimee Garcia,618.0,nm12464218
Kurt Fuller,617.0,nm4017057
Noah Emmerich,617.0,nm0001187
Aaron Yoo,617.0,nm1683094
Patricia Neal,617.0,nm4986148
John Doman,616.0,nm0231283
Evan Ross,616.0,nm8502181
Martha MacIsaac,616.0,nm0532900
Michael Dudikoff,615.0,nm0001154
Katt Williams,615.0,nm1139343
Max Minghella,614.0,nm1540404
Akie Kotabe,614.0,nm2009056
Shaun Weiss,613.0,nm0919169
Ivan Sergei,613.0,nm0001720
James D'Arcy,613.0,nm4822068
Jonathan Jackson,613.0,nm6047186
Gaby Hoffmann,612.0,nm0389173
Marla Sokoloff,612.0,nm0005448
Lotte Verbeek,612.0,nm2551311
Larry Miller,611.0,nm5465601
David Arquette,611.0,nm16718414
Michael Welch,611.0,nm6138124
Molly Parker,611.0,nm15335845
Ginger Rogers,610.0,nm0001677
Ariana Richards,610.0,nm0000611
Luke Perry,608.0,nm12408280
Bam Margera,608.0,nm0546640
Claude Rains,607.0,nm0001647
Eric Mendenhall,607.0,nm3373328
Oliver Hudson,607.0,nm9048420
Piper Mackenzie Harris,607.0,nm2500832
Lamman Rucker,607.0,nm0748541
Alex Meraz,606.0,nm16888412
Adam Ratcliffe,606.0,nm9434147
Janet Leigh,606.0,nm9432402
DeForest Kelley,606.0,nm0001420
Peter Serafinowicz,605.0,nm0784818
Dick Van Patten,605.0,nm0887694
Rosanna Arquette,605.0,nm0000275
Ronny Cox,605.0,nm7540988
Thomas Robinson,604.0,nm9203575
Jenette Goldstein,604.0,nm0001280
Bashar Rahal,603.0,nm0706666
Adrienne Barbeau,602.0,nm0000105
Aryana Engineer,602.0,nm2954597
Christian Camargo,602.0,nm12610483
Stacy Keach,602.0,nm0005078
Reeve Carney,602.0,nm0138840
Linda Fiorentino,602.0,nm10168980
Dreama Walker,601.0,nm2439111
Nicholas Gonzalez,601.0,nm9679971
Laura Fraser,601.0,nm6146447
Gretchen Mol,600.0,nm0001543
Sayed Badreya,600.0,nm0046223
Marilyn Manson,600.0,nm0001504
Grant Bowler,600.0,nm0101198
Michael O'Neill,599.0,nm6098982
D.B. Woodside,598.0,nm0940851
P.J. Soles,598.0,nm0001753
Monica Calhoun,597.0,nm0004793
Bonnie Hunt,597.0,nm10830404
Ali Hillis,597.0,nm0385029
Phylicia Rashad,597.0,nm0711118
Lew Temple,597.0,nm0854702
Julie Christie,597.0,nm8657655
Austin Pendleton,597.0,nm0671721
Grace Phipps,596.0,
Tim Blake Nelson,596.0,nm0625789
Udo Kier,595.0,nm15658876
Roddy McDowall,595.0,nm0001522
Trevor Morgan,595.0,nm9824549
Russell Wong,595.0,nm0005568
Peter Boyle,595.0,nm9363870
André the Giant,594.0,
Louis Jourdan,594.0,nm0431139
Sally Hawkins,594.0,nm6278596
Bárbara Mori,594.0,nm0605224
Stephen Boss,594.0,nm1361042
Margot Kidder,593.0,nm0452288
Jon Stewart,593.0,nm5425288
Valorie Curry,593.0,nm2038170
Kevin Grevioux,593.0,nm0340485
Erik Per Sullivan,593.0,nm0838059
Nick Cannon,593.0,nm9872444
Janet Jackson,592.0,nm4156740
Pruitt Taylor Vince,592.0,nm0898546
Wesley Jonathan,592.0,nm0427358
Brian Blessed,591.0,nm17219983
Garry Shandling,591.0,nm0788009
Carlos Ponce,591.0,nm8858334
Nicholas Braun,591.0,nm6696785
Kerr Smith,591.0,nm0005445
Patricia Velasquez,591.0,nm0892383
Curtiss Cook,591.0,nm1478007
Patrick Renna,590.0,nm0719606
Ray Romano,590.0,nm1530011
Alex Kendrick,589.0,nm1731937
Philip Friedman,588.0,nm4735382
David Kelly,588.0,nm5727049
Paula Garcés,587.0,nm0305519
Ella Wahlestedt,587.0,nm4125403
Elaine Stritch,586.0,nm0834626
